Player,Table Points,Player_Score,Rank,Simulation
Tim,68,1624.0,1,849
Nick,61,1566.0,2,849
Andy,57,1584.0,3,849
Matt,56,1562.0,4,849
Sam,54,1475.0,5,849
Mike,52,1421.0,6,849
Karl,50,1642.0,7,849
John,49,1303.0,8,849
Dove,47,1552.0,9,849
Mikey,40,1461.0,10,849
Tim,70,1628.0,1,850
Andy,66,1703.0,2,850
Matt,63,1566.0,3,850
Nick,60,1549.0,4,850
Sam,51,1404.0,5,850
Mike,50,1453.0,6,850
Mikey,50,1438.0,7,850
Dove,44,1498.0,8,850
John,44,1265.0,9,850
Karl,35,1509.0,10,850
Mike,70,1489.0,1,851
Andy,69,1626.0,2,851
Sam,66,1433.0,3,851
Tim,58,1614.0,4,851
Nick,51,1453.0,5,851
Matt,50,1574.0,6,851
Mikey,49,1444.0,7,851
Karl,45,1471.0,8,851
John,40,1306.0,9,851
Dove,36,1498.0,10,851
Tim,65,1592.0,1,852
Mike,64,1526.0,2,852
Matt,62,1588.0,3,852
Sam,56,1518.0,4,852
Andy,54,1561.0,5,852
Mikey,53,1474.0,6,852
Karl,51,1528.0,7,852
Nick,46,1462.0,8,852
Dove,41,1483.0,9,852
John,40,1305.0,10,852
Nick,69,1530.0,1,853
Matt,68,1617.0,2,853
Andy,66,1572.0,3,853
Dove,56,1555.0,4,853
Mike,56,1431.0,5,853
Tim,53,1571.0,6,853
Sam,48,1375.0,7,853
Karl,41,1450.0,8,853
Mikey,40,1386.0,9,853
John,37,1247.0,10,853
Tim,65,1545.0,1,854
Matt,65,1510.0,2,854
Mike,61,1433.0,3,854
Andy,58,1601.0,4,854
Karl,56,1462.0,5,854
Dove,53,1444.0,6,854
Nick,48,1484.0,7,854
Sam,48,1395.0,8,854
Mikey,43,1433.0,9,854
John,37,1210.0,10,854
Matt,71,1582.0,1,855
Sam,62,1462.0,2,855
Nick,60,1495.0,3,855
Andy,58,1565.0,4,855
Tim,58,1528.0,5,855
John,53,1328.0,6,855
Mike,47,1336.0,7,855
Mikey,46,1399.0,8,855
Dove,44,1452.0,9,855
Karl,33,1480.0,10,855
Matt,74,1643.0,1,856
Mikey,65,1502.0,2,856
Nick,60,1497.0,3,856
Sam,60,1434.0,4,856
Tim,55,1596.0,5,856
Mike,52,1420.0,6,856
Andy,51,1595.0,7,856
John,49,1388.0,8,856
Dove,44,1474.0,9,856
Karl,24,1407.0,10,856
Sam,69,1551.0,1,857
Matt,64,1677.0,2,857
Tim,63,1595.0,3,857
Andy,61,1596.0,4,857
Dove,51,1535.0,5,857
Nick,48,1465.0,6,857
Mikey,45,1381.0,7,857
John,45,1325.0,8,857
Mike,43,1405.0,9,857
Karl,39,1473.0,10,857
Sam,64,1479.0,1,858
Tim,55,1594.0,2,858
Mikey,55,1466.0,3,858
John,55,1302.0,4,858
Andy,54,1651.0,5,858
Matt,54,1548.0,6,858
Mike,54,1441.0,7,858
Dove,51,1471.0,8,858
Nick,51,1413.0,9,858
Karl,38,1433.0,10,858
Matt,72,1617.0,1,859
Mikey,61,1515.0,2,859
Nick,55,1430.0,3,859
Mike,55,1311.0,4,859
Andy,54,1560.0,5,859
Tim,52,1519.0,6,859
John,49,1290.0,7,859
Dove,48,1593.0,8,859
Sam,46,1450.0,9,859
Karl,41,1457.0,10,859
Tim,73,1618.0,1,860
Matt,62,1615.0,2,860
Sam,57,1498.0,3,860
Mikey,55,1431.0,4,860
John,55,1343.0,5,860
Nick,54,1412.0,6,860
Andy,51,1567.0,7,860
Mike,49,1463.0,8,860
Dove,47,1487.0,9,860
Karl,32,1429.0,10,860
Tim,64,1618.0,1,861
Andy,60,1518.0,2,861
Sam,60,1454.0,3,861
Matt,56,1587.0,4,861
John,55,1349.0,5,861
Dove,53,1523.0,6,861
Mikey,52,1456.0,7,861
Nick,51,1452.0,8,861
Karl,44,1513.0,9,861
Mike,40,1423.0,10,861
Tim,70,1613.0,1,862
Mikey,58,1516.0,2,862
Sam,57,1523.0,3,862
Andy,54,1563.0,4,862
Matt,54,1549.0,5,862
Mike,54,1473.0,6,862
Nick,49,1512.0,7,862
John,49,1338.0,8,862
Karl,46,1441.0,9,862
Dove,41,1511.0,10,862
Matt,71,1647.0,1,863
Nick,57,1446.0,2,863
Mikey,55,1412.0,3,863
Tim,53,1491.0,4,863
Sam,53,1478.0,5,863
Andy,52,1552.0,6,863
Dove,50,1412.0,7,863
Mike,49,1458.0,8,863
John,48,1261.0,9,863
Karl,41,1474.0,10,863
Matt,66,1648.0,1,864
Tim,65,1527.0,2,864
Andy,62,1602.0,3,864
John,58,1403.0,4,864
Mikey,55,1449.0,5,864
Nick,54,1451.0,6,864
Sam,54,1417.0,7,864
Mike,44,1363.0,8,864
Karl,39,1505.0,9,864
Dove,35,1448.0,10,864
Tim,71,1584.0,1,865
Matt,65,1566.0,2,865
Andy,57,1545.0,3,865
Mikey,56,1433.0,4,865
Nick,52,1484.0,5,865
John,49,1348.0,6,865
Dove,48,1475.0,7,865
Mike,47,1403.0,8,865
Sam,44,1408.0,9,865
Karl,42,1458.0,10,865
Sam,73,1480.0,1,866
Tim,58,1525.0,2,866
Matt,55,1580.0,3,866
Nick,55,1455.0,4,866
John,55,1310.0,5,866
Andy,52,1530.0,6,866
Dove,48,1493.0,7,866
Mike,46,1394.0,8,866
Karl,45,1457.0,9,866
Mikey,44,1412.0,10,866
Tim,67,1629.0,1,867
Matt,65,1616.0,2,867
Andy,63,1578.0,3,867
Sam,60,1538.0,4,867
Mikey,56,1415.0,5,867
Nick,51,1503.0,6,867
Karl,49,1517.0,7,867
Mike,46,1473.0,8,867
Dove,38,1497.0,9,867
John,38,1313.0,10,867
Tim,67,1544.0,1,868
Matt,59,1522.0,2,868
Andy,58,1590.0,3,868
Mikey,55,1426.0,4,868
John,55,1364.0,5,868
Sam,54,1394.0,6,868
Mike,52,1437.0,7,868
Nick,51,1525.0,8,868
Dove,44,1493.0,9,868
Karl,39,1527.0,10,868
Tim,62,1534.0,1,869
Sam,61,1474.0,2,869
Mikey,60,1436.0,3,869
Mike,59,1394.0,4,869
Nick,57,1393.0,5,869
Andy,54,1501.0,6,869
Matt,53,1474.0,7,869
Dove,48,1501.0,8,869
John,43,1256.0,9,869
Karl,35,1410.0,10,869
Tim,68,1620.0,1,870
Mike,61,1512.0,2,870
Sam,61,1487.0,3,870
Andy,57,1606.0,4,870
Matt,56,1584.0,5,870
Nick,55,1455.0,6,870
Dove,47,1491.0,7,870
Mikey,46,1438.0,8,870
John,43,1236.0,9,870
Karl,39,1473.0,10,870
Andy,67,1622.0,1,871
Mike,67,1438.0,2,871
Sam,60,1448.0,3,871
Tim,59,1629.0,4,871
Matt,56,1569.0,5,871
Mikey,53,1480.0,6,871
Nick,48,1511.0,7,871
Dove,47,1427.0,8,871
Karl,43,1468.0,9,871
John,31,1232.0,10,871
Andy,66,1665.0,1,872
Dove,59,1619.0,2,872
Tim,58,1516.0,3,872
Matt,57,1470.0,4,872
Nick,57,1417.0,5,872
Mikey,56,1439.0,6,872
Mike,52,1476.0,7,872
John,46,1262.0,8,872
Karl,44,1520.0,9,872
Sam,39,1387.0,10,872
Matt,69,1666.0,1,873
Andy,64,1607.0,2,873
Sam,64,1495.0,3,873
Mike,58,1438.0,4,873
Tim,57,1517.0,5,873
Nick,57,1368.0,6,873
Mikey,52,1473.0,7,873
Dove,41,1521.0,8,873
Karl,39,1361.0,9,873
John,31,1218.0,10,873
Tim,61,1532.0,1,874
John,58,1389.0,2,874
Andy,57,1564.0,3,874
Sam,57,1460.0,4,874
Matt,56,1558.0,5,874
Mikey,55,1400.0,6,874
Dove,54,1443.0,7,874
Nick,49,1425.0,8,874
Karl,44,1446.0,9,874
Mike,43,1360.0,10,874
Matt,64,1613.0,1,875
Tim,64,1561.0,2,875
Andy,61,1587.0,3,875
Mike,61,1452.0,4,875
Mikey,52,1416.0,5,875
Nick,51,1510.0,6,875
Dove,50,1514.0,7,875
Sam,49,1453.0,8,875
Karl,44,1499.0,9,875
John,37,1257.0,10,875
Matt,69,1626.0,1,876
Andy,57,1591.0,2,876
Nick,55,1498.0,3,876
John,55,1418.0,4,876
Mike,55,1395.0,5,876
Sam,51,1357.0,6,876
Tim,50,1549.0,7,876
Karl,50,1458.0,8,876
Mikey,47,1385.0,9,876
Dove,43,1478.0,10,876
Tim,70,1578.0,1,877
Nick,64,1558.0,2,877
Andy,57,1571.0,3,877
Dove,56,1590.0,4,877
Mike,53,1352.0,5,877
Matt,50,1596.0,6,877
Sam,50,1430.0,7,877
Mikey,48,1439.0,8,877
John,48,1313.0,9,877
Karl,35,1408.0,10,877
Sam,66,1496.0,1,878
Matt,62,1561.0,2,878
Tim,61,1534.0,3,878
Andy,54,1548.0,4,878
Dove,53,1547.0,5,878
Nick,52,1465.0,6,878
John,52,1342.0,7,878
Mikey,50,1430.0,8,878
Mike,49,1424.0,9,878
Karl,35,1430.0,10,878
Nick,72,1532.0,1,879
Sam,63,1489.0,2,879
Tim,61,1583.0,3,879
Andy,53,1531.0,4,879
Karl,53,1441.0,5,879
John,50,1387.0,6,879
Mike,49,1366.0,7,879
Matt,44,1533.0,8,879
Dove,44,1424.0,9,879
Mikey,44,1396.0,10,879
Tim,64,1580.0,1,880
Matt,60,1600.0,2,880
Sam,60,1497.0,3,880
Mikey,59,1429.0,4,880
Mike,53,1458.0,5,880
John,53,1331.0,6,880
Andy,51,1508.0,7,880
Dove,48,1484.0,8,880
Nick,43,1421.0,9,880
Karl,41,1490.0,10,880
Tim,68,1620.0,1,881
Matt,65,1635.0,2,881
Nick,58,1508.0,3,881
Mikey,55,1485.0,4,881
Dove,54,1515.0,5,881
Sam,54,1496.0,6,881
Mike,47,1451.0,7,881
John,47,1325.0,8,881
Andy,46,1489.0,9,881
Karl,38,1513.0,10,881
Mikey,64,1469.0,1,882
John,64,1411.0,2,882
Matt,62,1614.0,3,882
Mike,58,1492.0,4,882
Sam,55,1480.0,5,882
Andy,53,1542.0,6,882
Nick,48,1458.0,7,882
Tim,46,1455.0,8,882
Dove,42,1552.0,9,882
Karl,39,1519.0,10,882
Matt,63,1564.0,1,883
Sam,61,1484.0,2,883
Mikey,61,1457.0,3,883
Tim,56,1516.0,4,883
Mike,55,1422.0,5,883
Andy,51,1543.0,6,883
Dove,48,1475.0,7,883
Nick,48,1472.0,8,883
John,46,1337.0,9,883
Karl,44,1506.0,10,883
Andy,72,1732.0,1,884
Nick,72,1550.0,2,884
Sam,66,1506.0,3,884
Matt,62,1615.0,4,884
Tim,53,1575.0,5,884
Karl,50,1518.0,6,884
Mikey,44,1376.0,7,884
John,41,1313.0,8,884
Mike,40,1321.0,9,884
Dove,33,1460.0,10,884
Sam,61,1456.0,1,885
Andy,58,1497.0,2,885
Matt,56,1574.0,3,885
John,56,1325.0,4,885
Tim,55,1551.0,5,885
Mike,55,1479.0,6,885
Mikey,53,1446.0,7,885
Nick,51,1449.0,8,885
Dove,43,1477.0,9,885
Karl,42,1475.0,10,885
Andy,66,1589.0,1,886
Tim,64,1563.0,2,886
John,54,1234.0,3,886
Matt,52,1529.0,4,886
Sam,52,1448.0,5,886
Mikey,52,1444.0,6,886
Nick,51,1465.0,7,886
Dove,50,1528.0,8,886
Mike,49,1411.0,9,886
Karl,42,1507.0,10,886
Nick,64,1520.0,1,887
Andy,61,1527.0,2,887
Tim,59,1588.0,3,887
Sam,52,1519.0,4,887
John,52,1358.0,5,887
Matt,50,1545.0,6,887
Mike,50,1420.0,7,887
Mikey,50,1410.0,8,887
Dove,48,1604.0,9,887
Karl,45,1491.0,10,887
Andy,64,1649.0,1,888
Tim,64,1619.0,2,888
Mike,63,1531.0,3,888
Matt,60,1606.0,4,888
Mikey,58,1432.0,5,888
Sam,51,1379.0,6,888
Nick,46,1476.0,7,888
Karl,45,1496.0,8,888
John,41,1340.0,9,888
Dove,39,1504.0,10,888
Sam,69,1540.0,1,889
Andy,61,1595.0,2,889
Tim,61,1535.0,3,889
Matt,60,1670.0,4,889
Mikey,57,1468.0,5,889
Mike,52,1465.0,6,889
John,50,1353.0,7,889
Nick,43,1420.0,8,889
Karl,41,1481.0,9,889
Dove,38,1460.0,10,889
Sam,69,1561.0,1,890
Nick,64,1429.0,2,890
Andy,63,1542.0,3,890
Tim,58,1619.0,4,890
Mike,55,1361.0,5,890
Mikey,52,1404.0,6,890
Matt,51,1498.0,7,890
John,44,1228.0,8,890
Dove,43,1511.0,9,890
Karl,33,1464.0,10,890
Mike,62,1520.0,1,891
Andy,60,1592.0,2,891
Nick,58,1461.0,3,891
Tim,57,1604.0,4,891
Dove,53,1549.0,5,891
Mikey,53,1460.0,6,891
Matt,50,1497.0,7,891
Karl,47,1525.0,8,891
John,47,1254.0,9,891
Sam,45,1397.0,10,891
Matt,60,1560.0,1,892
Nick,60,1436.0,2,892
Mike,59,1484.0,3,892
Tim,58,1581.0,4,892
Mikey,55,1447.0,5,892
Sam,54,1421.0,6,892
Karl,53,1486.0,7,892
Andy,51,1593.0,8,892
John,46,1333.0,9,892
Dove,38,1479.0,10,892
Mikey,62,1477.0,1,893
Sam,58,1499.0,2,893
Matt,57,1609.0,3,893
Andy,56,1575.0,4,893
Tim,55,1592.0,5,893
Mike,52,1388.0,6,893
John,50,1375.0,7,893
Dove,48,1558.0,8,893
Nick,48,1439.0,9,893
Karl,44,1492.0,10,893
Sam,69,1533.0,1,894
Matt,65,1639.0,2,894
Andy,60,1553.0,3,894
Mike,58,1464.0,4,894
Tim,56,1541.0,5,894
Dove,53,1530.0,6,894
Mikey,52,1495.0,7,894
Nick,49,1433.0,8,894
John,40,1249.0,9,894
Karl,31,1445.0,10,894
Andy,69,1605.0,1,895
Matt,68,1562.0,2,895
Mike,61,1499.0,3,895
Tim,58,1552.0,4,895
Mikey,55,1417.0,5,895
Sam,51,1420.0,6,895
Nick,48,1453.0,7,895
John,44,1248.0,8,895
Dove,42,1517.0,9,895
Karl,38,1468.0,10,895
Matt,66,1581.0,1,896
Andy,64,1490.0,2,896
Tim,61,1600.0,3,896
Sam,60,1482.0,4,896
Mikey,53,1401.0,5,896
Karl,51,1537.0,6,896
John,50,1372.0,7,896
Nick,46,1496.0,8,896
Mike,46,1428.0,9,896
Dove,35,1441.0,10,896
Sam,61,1432.0,1,897
Nick,60,1567.0,2,897
Tim,58,1555.0,3,897
Andy,54,1506.0,4,897
Karl,53,1562.0,5,897
Mike,53,1497.0,6,897
Mikey,52,1458.0,7,897
Matt,50,1558.0,8,897
Dove,47,1502.0,9,897
John,46,1333.0,10,897
Andy,69,1589.0,1,898
Tim,61,1615.0,2,898
Mikey,58,1430.0,3,898
Matt,56,1583.0,4,898
Nick,54,1447.0,5,898
John,52,1362.0,6,898
Karl,50,1589.0,7,898
Mike,49,1399.0,8,898
Sam,48,1502.0,9,898
Dove,38,1588.0,10,898
Tim,73,1589.0,1,899
Nick,61,1501.0,2,899
Mike,59,1454.0,3,899
Sam,55,1453.0,4,899
Andy,54,1584.0,5,899
Matt,50,1526.0,6,899
Mikey,49,1496.0,7,899
Dove,47,1537.0,8,899
Karl,44,1504.0,9,899
John,41,1358.0,10,899
Nick,63,1535.0,1,900
Sam,60,1481.0,2,900
Andy,59,1591.0,3,900
Matt,56,1548.0,4,900
John,55,1293.0,5,900
Mike,54,1427.0,6,900
Tim,53,1538.0,7,900
Mikey,47,1395.0,8,900
Karl,43,1463.0,9,900
Dove,41,1497.0,10,900
Andy,65,1647.0,1,901
Tim,64,1617.0,2,901
Dove,62,1462.0,3,901
Matt,53,1614.0,4,901
Mikey,52,1478.0,5,901
Karl,50,1464.0,6,901
Mike,50,1445.0,7,901
Sam,49,1433.0,8,901
Nick,45,1382.0,9,901
John,43,1276.0,10,901
Andy,63,1477.0,1,902
Tim,61,1511.0,2,902
Matt,60,1508.0,3,902
Mike,58,1431.0,4,902
Nick,55,1414.0,5,902
Sam,52,1371.0,6,902
Mikey,50,1455.0,7,902
Dove,46,1420.0,8,902
John,43,1220.0,9,902
Karl,42,1544.0,10,902
Sam,69,1504.0,1,903
Matt,65,1656.0,2,903
Nick,58,1442.0,3,903
Mikey,55,1437.0,4,903
John,55,1359.0,5,903
Andy,54,1515.0,6,903
Mike,49,1303.0,7,903
Tim,47,1461.0,8,903
Dove,44,1451.0,9,903
Karl,38,1497.0,10,903
Matt,66,1638.0,1,904
Mikey,62,1476.0,2,904
Mike,59,1488.0,3,904
Karl,58,1503.0,4,904
Andy,57,1543.0,5,904
Tim,53,1580.0,6,904
Sam,51,1420.0,7,904
John,43,1255.0,8,904
Nick,41,1496.0,9,904
Dove,41,1457.0,10,904
Andy,67,1619.0,1,905
Sam,63,1546.0,2,905
Tim,61,1572.0,3,905
Mike,58,1544.0,4,905
Nick,57,1521.0,5,905
Matt,53,1500.0,6,905
Mikey,47,1467.0,7,905
John,46,1365.0,8,905
Dove,45,1510.0,9,905
Karl,36,1470.0,10,905
Sam,75,1511.0,1,906
Nick,63,1478.0,2,906
Matt,62,1549.0,3,906
Mikey,58,1401.0,4,906
Karl,50,1471.0,5,906
Tim,49,1517.0,6,906
Mike,49,1454.0,7,906
Dove,44,1452.0,8,906
John,43,1217.0,9,906
Andy,42,1485.0,10,906
Andy,62,1535.0,1,907
Dove,59,1582.0,2,907
Matt,59,1541.0,3,907
Nick,58,1497.0,4,907
Mike,56,1494.0,5,907
Tim,52,1509.0,6,907
Sam,51,1404.0,7,907
John,49,1335.0,8,907
Karl,45,1462.0,9,907
Mikey,41,1463.0,10,907
Tim,61,1645.0,1,908
Mike,58,1535.0,2,908
Mikey,58,1488.0,3,908
Andy,57,1550.0,4,908
Sam,57,1445.0,5,908
Matt,56,1568.0,6,908
Nick,52,1462.0,7,908
Dove,48,1523.0,8,908
John,44,1314.0,9,908
Karl,42,1470.0,10,908
Andy,62,1634.0,1,909
Matt,62,1616.0,2,909
Sam,60,1467.0,3,909
Mikey,58,1508.0,4,909
Tim,57,1528.0,5,909
Nick,57,1527.0,6,909
Mike,54,1442.0,7,909
John,48,1230.0,8,909
Dove,44,1481.0,9,909
Karl,29,1435.0,10,909
Matt,68,1641.0,1,910
Tim,59,1556.0,2,910
Mike,59,1462.0,3,910
Mikey,59,1435.0,4,910
Sam,57,1442.0,5,910
Andy,53,1563.0,6,910
Nick,50,1388.0,7,910
John,46,1293.0,8,910
Karl,40,1479.0,9,910
Dove,38,1411.0,10,910
Matt,71,1678.0,1,911
Andy,64,1642.0,2,911
Nick,61,1502.0,3,911
Mike,56,1584.0,4,911
Tim,56,1531.0,5,911
Sam,48,1403.0,6,911
Dove,47,1577.0,7,911
Mikey,46,1510.0,8,911
John,45,1397.0,9,911
Karl,36,1460.0,10,911
Nick,63,1564.0,1,912
Andy,60,1602.0,2,912
Tim,59,1604.0,3,912
Sam,57,1508.0,4,912
Mike,57,1377.0,5,912
Mikey,52,1422.0,6,912
Matt,51,1550.0,7,912
John,51,1325.0,8,912
Karl,41,1445.0,9,912
Dove,40,1467.0,10,912
Tim,65,1622.0,1,913
Andy,64,1576.0,2,913
Matt,59,1539.0,3,913
Mike,58,1488.0,4,913
Dove,55,1565.0,5,913
Karl,51,1489.0,6,913
Nick,49,1423.0,7,913
Mikey,49,1414.0,8,913
Sam,42,1392.0,9,913
John,40,1299.0,10,913
Dove,69,1609.0,1,914
Mike,62,1519.0,2,914
Sam,60,1462.0,3,914
Matt,57,1542.0,4,914
Tim,55,1534.0,5,914
Nick,55,1409.0,6,914
Andy,54,1510.0,7,914
Mikey,45,1383.0,8,914
John,41,1355.0,9,914
Karl,33,1458.0,10,914
Mike,65,1481.0,1,915
Sam,63,1527.0,2,915
Tim,58,1574.0,3,915
Nick,57,1490.0,4,915
Matt,56,1521.0,5,915
Andy,55,1469.0,6,915
John,50,1340.0,7,915
Dove,47,1479.0,8,915
Karl,43,1478.0,9,915
Mikey,38,1429.0,10,915
Matt,68,1621.0,1,916
Andy,63,1588.0,2,916
Sam,60,1511.0,3,916
John,58,1407.0,4,916
Nick,57,1507.0,5,916
Dove,50,1492.0,6,916
Tim,49,1478.0,7,916
Mike,46,1326.0,8,916
Karl,44,1452.0,9,916
Mikey,40,1372.0,10,916
Matt,65,1648.0,1,917
Nick,62,1608.0,2,917
Andy,57,1579.0,3,917
Sam,57,1401.0,4,917
Mikey,56,1464.0,5,917
Mike,52,1527.0,6,917
John,49,1348.0,7,917
Karl,48,1490.0,8,917
Tim,46,1609.0,9,917
Dove,41,1529.0,10,917
Andy,75,1677.0,1,918
Matt,54,1604.0,2,918
Tim,53,1492.0,3,918
Nick,53,1470.0,4,918
Mike,52,1386.0,5,918
Dove,51,1471.0,6,918
Sam,51,1412.0,7,918
John,51,1329.0,8,918
Mikey,49,1436.0,9,918
Karl,42,1482.0,10,918
Matt,68,1579.0,1,919
John,61,1408.0,2,919
Mike,58,1453.0,3,919
Andy,57,1562.0,4,919
Sam,57,1413.0,5,919
Tim,52,1495.0,6,919
Mikey,49,1432.0,7,919
Nick,48,1430.0,8,919
Karl,47,1378.0,9,919
Dove,38,1521.0,10,919
Matt,74,1620.0,1,920
Tim,60,1583.0,2,920
Andy,57,1486.0,3,920
Mikey,56,1495.0,4,920
John,55,1413.0,5,920
Nick,49,1484.0,6,920
Dove,48,1497.0,7,920
Sam,48,1431.0,8,920
Mike,48,1396.0,9,920
Karl,35,1432.0,10,920
Tim,64,1616.0,1,921
Andy,60,1494.0,2,921
Sam,60,1434.0,3,921
Mikey,58,1454.0,4,921
John,55,1360.0,5,921
Matt,51,1539.0,6,921
Nick,49,1405.0,7,921
Dove,47,1478.0,8,921
Karl,45,1454.0,9,921
Mike,44,1338.0,10,921
Tim,64,1607.0,1,922
Andy,63,1642.0,2,922
Matt,62,1567.0,3,922
Mike,62,1436.0,4,922
Nick,58,1460.0,5,922
Sam,54,1456.0,6,922
Mikey,49,1438.0,7,922
Dove,44,1498.0,8,922
Karl,41,1426.0,9,922
John,37,1320.0,10,922
Tim,70,1591.0,1,923
Sam,63,1489.0,2,923
Andy,57,1548.0,3,923
Matt,54,1588.0,4,923
Mikey,52,1498.0,5,923
Nick,52,1462.0,6,923
Dove,50,1565.0,7,923
Mike,49,1331.0,8,923
John,46,1299.0,9,923
Karl,41,1453.0,10,923
Andy,66,1686.0,1,924
Mike,64,1494.0,2,924
Nick,63,1506.0,3,924
Mikey,55,1440.0,4,924
John,55,1361.0,5,924
Sam,54,1432.0,6,924
Tim,52,1548.0,7,924
Karl,50,1477.0,8,924
Matt,44,1556.0,9,924
Dove,32,1514.0,10,924
Matt,65,1560.0,1,925
Sam,63,1462.0,2,925
Nick,57,1484.0,3,925
Mikey,55,1428.0,4,925
Mike,52,1428.0,5,925
Karl,50,1506.0,6,925
Dove,50,1459.0,7,925
John,49,1400.0,8,925
Andy,48,1547.0,9,925
Tim,46,1463.0,10,925
Andy,70,1654.0,1,926
Mike,61,1481.0,2,926
Sam,60,1482.0,3,926
Matt,57,1577.0,4,926
Nick,57,1474.0,5,926
Tim,56,1558.0,6,926
Mikey,50,1443.0,7,926
Dove,44,1495.0,8,926
John,40,1294.0,9,926
Karl,38,1440.0,10,926
Andy,63,1593.0,1,927
Matt,62,1605.0,2,927
Mike,59,1535.0,3,927
Nick,57,1582.0,4,927
Mikey,56,1462.0,5,927
Dove,50,1550.0,6,927
Karl,48,1418.0,7,927
Tim,47,1487.0,8,927
John,46,1288.0,9,927
Sam,45,1402.0,10,927
Sam,60,1442.0,1,928
Mike,60,1390.0,2,928
Nick,59,1435.0,3,928
Andy,54,1498.0,4,928
Tim,53,1532.0,5,928
Matt,52,1594.0,6,928
Mikey,50,1445.0,7,928
Karl,47,1498.0,8,928
John,47,1388.0,9,928
Dove,45,1512.0,10,928
Tim,71,1640.0,1,929
Andy,66,1660.0,2,929
Mike,58,1495.0,3,929
Sam,58,1435.0,4,929
John,56,1361.0,5,929
Mikey,55,1413.0,6,929
Nick,52,1447.0,7,929
Matt,50,1525.0,8,929
Dove,35,1487.0,9,929
Karl,31,1462.0,10,929
Sam,67,1477.0,1,930
Nick,58,1506.0,2,930
Mike,58,1368.0,3,930
Dove,57,1549.0,4,930
Tim,56,1569.0,5,930
Mikey,55,1391.0,6,930
Andy,51,1579.0,7,930
Matt,47,1468.0,8,930
John,46,1317.0,9,930
Karl,38,1479.0,10,930
Mikey,64,1472.0,1,931
Nick,61,1451.0,2,931
Andy,56,1592.0,3,931
Matt,56,1556.0,4,931
Dove,53,1568.0,5,931
Tim,52,1472.0,6,931
Sam,51,1462.0,7,931
Mike,51,1445.0,8,931
John,46,1255.0,9,931
Karl,42,1458.0,10,931
Mike,67,1514.0,1,932
Andy,61,1662.0,2,932
Tim,56,1604.0,3,932
Sam,54,1523.0,4,932
Dove,53,1583.0,5,932
Matt,53,1581.0,6,932
John,52,1383.0,7,932
Karl,50,1511.0,8,932
Nick,45,1493.0,9,932
Mikey,43,1418.0,10,932
Matt,66,1675.0,1,933
Tim,64,1617.0,2,933
Mike,62,1495.0,3,933
John,55,1377.0,4,933
Sam,54,1414.0,5,933
Nick,51,1440.0,6,933
Mikey,50,1434.0,7,933
Andy,49,1573.0,8,933
Dove,45,1413.0,9,933
Karl,36,1458.0,10,933
Matt,78,1686.0,1,934
Sam,63,1517.0,2,934
Mikey,58,1416.0,3,934
Tim,56,1601.0,4,934
Nick,54,1510.0,5,934
Mike,53,1405.0,6,934
Andy,51,1521.0,7,934
John,42,1302.0,8,934
Dove,40,1522.0,9,934
Karl,36,1425.0,10,934
Andy,69,1708.0,1,935
Matt,66,1566.0,2,935
Tim,58,1598.0,3,935
Sam,54,1416.0,4,935
Karl,50,1537.0,5,935
Mike,50,1384.0,6,935
Mikey,48,1428.0,7,935
Dove,47,1479.0,8,935
John,46,1382.0,9,935
Nick,45,1512.0,10,935
Matt,71,1658.0,1,936
Tim,68,1585.0,2,936
Andy,61,1577.0,3,936
Mike,61,1549.0,4,936
Nick,54,1446.0,5,936
Sam,54,1404.0,6,936
John,49,1299.0,7,936
Dove,47,1493.0,8,936
Mikey,43,1401.0,9,936
Karl,26,1407.0,10,936
Matt,62,1593.0,1,937
Tim,61,1554.0,2,937
Mikey,58,1502.0,3,937
Nick,54,1536.0,4,937
Mike,53,1534.0,5,937
Sam,52,1503.0,6,937
John,52,1360.0,7,937
Andy,51,1573.0,8,937
Dove,49,1535.0,9,937
Karl,41,1476.0,10,937
Mikey,67,1506.0,1,938
Tim,62,1633.0,2,938
Andy,60,1572.0,3,938
Matt,57,1555.0,4,938
Nick,54,1453.0,5,938
Sam,54,1410.0,6,938
Mike,49,1420.0,7,938
Dove,44,1460.0,8,938
John,44,1330.0,9,938
Karl,42,1534.0,10,938
Matt,69,1648.0,1,939
Sam,68,1505.0,2,939
Nick,60,1520.0,3,939
Mikey,58,1435.0,4,939
Andy,52,1566.0,5,939
John,52,1335.0,6,939
Tim,49,1569.0,7,939
Dove,49,1504.0,8,939
Karl,38,1494.0,9,939
Mike,37,1392.0,10,939
Tim,67,1574.0,1,940
Nick,64,1451.0,2,940
Matt,62,1576.0,3,940
Sam,61,1455.0,4,940
John,55,1312.0,5,940
Andy,51,1537.0,6,940
Mike,50,1442.0,7,940
Karl,42,1497.0,8,940
Mikey,41,1412.0,9,940
Dove,39,1441.0,10,940
Sam,65,1525.0,1,941
Mike,62,1505.0,2,941
Matt,56,1571.0,3,941
Mikey,56,1465.0,4,941
John,55,1343.0,5,941
Andy,52,1547.0,6,941
Tim,49,1463.0,7,941
Nick,49,1417.0,8,941
Karl,47,1460.0,9,941
Dove,41,1477.0,10,941
Andy,64,1659.0,1,942
Matt,62,1628.0,2,942
Tim,59,1600.0,3,942
Nick,54,1519.0,4,942
Sam,53,1523.0,5,942
Mikey,52,1508.0,6,942
John,52,1391.0,7,942
Karl,50,1498.0,8,942
